trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-82.28379363844735,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",35,0,-340.29383683339597,"{0: 17, 1: 2, 2: 7, 3: 4, 4: 5}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-22.870742136012026,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-121.49283962296116,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",30,0,-234.27767406468146,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-72.93196895330003,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-52.060497217898714,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,0,-105.32911882227893,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",25,0,-132.14331114949485,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-116.22018805144755,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-72.98432980329926,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,15,1.9924922590864478,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-253.44999435983624,"{0: 12, 1: 3, 2: 3, 3: 3, 4: 4}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-72.80215421506485,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-82.14593359282821,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",35,0,-219.55952812194474,"{0: 20, 1: 2, 2: 9, 3: 1, 4: 3}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-26.890113744031748,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-77.14128677272058,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-83.78434869438476,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-47.888397339739946,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-96.9153338578725,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",20,2,-105.6717939524024,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-37.59576239912727,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",35,2,-183.737721282316,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 3}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",25,0,-109.15141507923232,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-109.58526158144751,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-164.45151180623628,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,13,-0.7079102495685294,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,10,-27.522343265704908,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,5,-50.91093432005924,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-130.98251570812533,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,6,-35.92232448361039,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,1,-35.95207193119768,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",25,0,-129.75729489286365,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",30,0,-143.88942144698018,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",35,0,-252.23072356906755,"{0: 19, 1: 2, 2: 7, 3: 4, 4: 3}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-66.91097202711828,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,0,-83.86115727660544,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,0,-19.6965934868445,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-103.30154666023572,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-96.94632223316587,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",25,0,-73.96713392875414,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-54.01990475852625,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-181.08651566928668,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-172.0969691368751,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",25,0,-103.507049058839,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-73.80915168378601,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-64.80559714275059,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,0,-103.23453495741865,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-86.08844870020995,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-52.82520920813072,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-77.98301486782309,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-67.61825393142283,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",25,0,-69.27542519069627,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,5,-79.2365363789444,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-71.51842113049953,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",30,0,-182.79940318002593,"{0: 15, 1: 3, 2: 7, 3: 4, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,10,-80.8956815440527,"{0: 7, 1: 3, 2: 4, 3: 0, 4: 1}",1
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,9,-72.84972562235485,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 1}",1
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-87.03277108890008,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-204.87302038897073,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,0,-103.25500222882447,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-130.09557871779603,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",25,0,-37.496513374856306,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,0,-181.0264920654485,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,10,-53.9529883259375,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-172.83872626183057,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,0,-137.0480003583689,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-162.89693742963044,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-126.60910554814687,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",25,0,-75.31689481378714,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-56.70749052430247,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-83.33672387362624,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",35,16,-52.90736352814106,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-88.59164519519814,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,5,-94.25103616615075,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",35,0,-335.7904329355345,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 7}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-86.86212984218652,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,0,-40.10998938438113,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-56.593223905328806,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,19,10.89737918397426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.002, 'e': 0.850441204540233}",30,0,-162.03648886595602,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-64.13589862344718,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",25,0,-110.49216550219879,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-105.63274642968861,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,0,-80.27695624616683,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,0,-37.51840549623552,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",30,0,-162.99378519752474,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",30,12,-162.28704332411937,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 3}",1
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",25,0,-55.39482014587212,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",30,0,-186.81055277160124,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",30,0,-31.908619192495955,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,9,-106.66048239226672,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 2}",1
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-108.78257187903768,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-114.10306791726538,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,0,-126.62784797249122,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,5,-75.97149074733278,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",30,0,-82.72379493683644,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-36.62580836428469,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,9,5.56312407162147,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",30,6,-32.10440179336842,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,10,-20.40310937931624,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,0,-116.23424174984447,"{0: 10, 1: 4, 2: 11, 3: 0, 4: 0}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-94.46203522421753,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",35,0,-122.63889021399547,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-47.9221519996928,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",30,14,-41.82285123968465,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-33.397415421620764,"{0: 19, 1: 4, 2: 0, 3: 2, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,0,-134.96292713453863,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-89.26642481205695,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,0,-97.00156208286758,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",30,0,-64.16979282475037,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",30,0,-121.13002929921677,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-120.72160279683935,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,10,-4.276412948451122,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-189.13714735917307,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",25,0,-178.6633887983763,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 3}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,11,-112.00076557894069,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",30,0,-165.6855001452982,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",30,0,-89.50065871554732,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-68.20958089847262,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-94.66669357354779,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",25,0,-102.26473338487898,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",35,0,-173.70529038161717,"{0: 25, 1: 1, 2: 4, 3: 2, 4: 3}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-120.7201207583773,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,13,-1.2576010993203428,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",30,0,-96.99971098394181,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",30,3,-98.73746835877567,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 1}",1
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-130.24091449492934,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,0,-39.22475163313338,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-54.326459017445465,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,0,-77.71289004835515,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-62.629190772843636,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,3,-117.02273288739548,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 2}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",30,0,-205.00932180091746,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-96.10844336316298,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",35,4,-106.69509646039434,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 2}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",25,20,8.822554704433038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-66.59203419628838,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",30,13,-127.48171389796221,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 3}",1
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-43.369435038284365,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",20,0,-81.93116781571261,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,12,-9.13995815927824,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-108.16268276790782,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 2}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",35,0,-44.98834259409569,"{0: 28, 1: 0, 2: 6, 3: 1, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-130.83512336373343,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,0,-66.74382740606069,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-69.71984670980117,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",30,0,-145.10029491844202,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-54.59632968403507,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-140.64030318157432,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,14,3.925384859245,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-143.53664927957615,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",30,0,-101.59915243522566,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,7,-59.415567893541066,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",25,0,-113.74935927690419,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-50.98896677986106,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-140.90835820292185,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,0,-101.02190655472691,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-69.42477691195305,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",30,0,-114.36247710091722,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-54.890237163187706,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",25,0,-77.00769877624359,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,6,-118.07190999072327,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-91.11379228771463,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,9,-25.013354884375577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,3,-75.62878502022161,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-120.7313643214001,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-32.376109456506214,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",25,0,-135.11816769463115,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-115.12062022523781,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-86.62718839068224,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",25,0,-27.671781877045973,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",20,0,-22.056101631256627,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-110.60093636856749,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,6,-66.53835385844812,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-90.90429351810671,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,0,-50.269104899148374,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-32.60642788436633,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,0,-97.06621073293867,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,2,-2.229940548181261,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",35,8,-83.88155454793078,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 1}",1
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",25,0,-10.123455799683613,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-27.613463688556482,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
